Occurrence ID,Short title,Author,Publication year,Title,Volume no.,Pages,Journal,Related objects,Editor,Book,Related publications
4733,San Nicolò 1938,"Nicolò, Mariano, San",1938,Darlehen,,123-131,,,"Meissner, Bruno",Reallexikon der Assyriologie 2 (1938),
4717,Dietrich 1998,"Dietrich, Manfried",1998,"Bēl-ibni, König von Babylon (703-700). Die Rolle des Königs in den neubabylonischen Briefen",,81-108,,,"Dietrich, Manfried","dubsar anta-men. Studien zur Altorientalistik, Fs. Römer AOAT 253 (Münster)",
4701,Brack-Bernsen and Steele 2004,"Steele, John M.",2004,Babylonian Mahemtics: Two Mathematical Astronomical-Astrological Texts,,95-125,,,"Burnett, Charles",Studies in the History of the Exact Sciences in Honour of David Pingree (Leiden and Boston),
4685,Doty 1993,"Doty, L. Timothy",1993,Akkadian bīt pirišti,,87-89,,,"Snell, Daniel C.","The Tablet and the Scroll. Near Eastern Studies in Honor of William W. Hallo, Fs. Hallo (Bethesda)",
4669,Kessler 2002,"Kessler, Karlheinz",2002,harinê - Zu einer problematischen Passage der Nabonid-Chronik,,389-393,,,"Bobzin, Hartmut","""Sprich doch mit deinen Knechten aramäisch, wir verstehen es!"", 60 Beiträge zur Semitistik, Festschrift für Otto Jastrow zum 60. Geburtstag (Wiesbaden)",
4653,Monerie 2014,"Monerie, Julien",2014,Parenté réelle et symbolique au sein de la communauté du temple en Babylonie tardive: l'exemple de l'archive des brasseurs de Borsippa,,643-661,,,"Marti, Lionel","La famille dans le Proche-Orient ancien: réalités, symbolismes, et images. Proceedings of the 55th Rencontre Assyriologique Internationale at Paris, 6-9 July 2009 (Winona Lake)",
4637,Hazenbos 2001,"Hazenbos, Joost",2001,Zur Syntax einiger modaler Formen im Hurritischen,,171-177,,,"Prechel, Doris","Kulturgeschichten, Fs. Haas (Saarbrücken)",
4621,MacGinnis 2002,"MacGinnis, John",2002,Working in Elam,,177-182,,,"Wunsch, Cornelia","Mining the archives, Fs. Walker (Dresden)",
4605,Brinkman 1986,"Brinkman, John A.",1986,"The Elamite-Babylonian Frontier in the Neo-Elamite Period, 750-625 B.C.",,199-207,,,"Vallat, François","Fragmenta historiae Aelamicae, Fs. Steve (Paris)",
4589,Oelsner 2014,"Oelsner, Joachim",2014,Spätbabylonische Sklavenpreise,,684-699,,,"Csabai, Zoltán",Studies in Economic and Social History of the Ancient Near East in Memory of Péter Vargyas (Budapest),
4573,Oelsner 1992,"Oelsner, Joachim",1992,Griechen in Babylon and die einheimischen Tempel in hellenistischer Zeit,,341-347,,,"Charpin, Dominique","La circulation des biens, des personnes et des idées dans le Proche-Orient ancien. Actes de la XXXVIIIe Rencontre Assyriologique Internationale, Paris, 8-10 juillet 1991 (Paris)",
4557,Glassner 2001,"Glassner, Jean-Jacques",2001,Quelques questions sur les femmes en Mésopotamie,,211-214,,,"Breniquet, Catherine","Études Mésopotamiennes, Fs. Huot (Paris)",
4541,Finkel 2000,"Finkel, Irving L.",2000,On Late Babylonian Medical Training,,137-223,,,"George, Andrew, R.","Wisdom, Gods and Literature. Studies in Assyriology in Honour of W. G. Lambert",
4525,Gelb 1972,"Gelb, Ignace J.",1972,From Freedom to Slavery,,82-92,,,"Edzard, Dietz , O.","Gesellschaftsklassen im Alten Zweistromland und in den angrenzenden Gebieten ABAW Phil.-hist. Klasse NF 75, Veröffentlichungen der Kommission zur Erschließung von Keilschrifttexten, Serie A/6, RAI 18  (München)",
4509,Petschow 1980-1983,"Petschow, Herbert",1980-1983,Lehrverträge,,556-570,,,"Meissner, Bruno",Reallexikon der Assyriologie 6 (1980-1983),
4493,Koch 1983,"Koch, Heidemarie",1983,Zu den Lohnverhältnissen der Dareioszeit in Persien,,19-50,,,"Mackenzie, David N.","Kunst, Kultur und Geschichte der Achämenidenzeit und ihr Fortleben, Archäologische Mitteilungen aus Iran, Ergänzungsband 10 (Berlin)",
4477,Tadmor 1964,"Tadmor, Hayim",1964,The Historical Background of the Cyrus Edict,,450-473,,,,"D. Oz 1e-David, Ben-Gurion Jubilee Volume (Jerusalem)",
4461,Giovinazzo 1989,"Giovinazzo, Grazia",1989,The Tithe ešrû in Neo-Babylonian and Achaemenid Period,,95-105,,,"Herrenschmidt, Clarisse",Le tribut dans l'empire perse. Actes de la Table ronde de Paris 12-13 Décembre 1986 (Paris),
4445,del Monte 2000,"del Monte, Giuseppe F.",2000,"«È sulla cinquantina, o sulla sessantina»",,85-92,,,"Gentili, Paolo","Donum Natalicum, Fs. Saporetti (Roma)",
4429,Herrmann 2000,"Herrmann, Georgina",2000,The Rock Reliefs.of Sasanian Iran,,35-45,,,"Curtis, John",Mesopotamia and Iran in the Parthian and Sasanian Periods (London),
4413,Sarkisjan 1981,"Sarkisjan, Gagik Ch.",1981,Die Sklaven in Uruk der hellenistischen Zeit,,138-143,,,"Hirsch, Hans","Vorträge gehalten auf der 28. Rencontre Assyriologique Internationale in Wien 1981, AfO Beiheft 19, RAI 28 (Wien)",
4397,Brommer 1987,"Brommer, Frank",1987,Eine achämenidische Silberschale mit Besitzerzeichen,,105-112,,,"Bayburtluoğlu, C.","Akurgal'a Armağan, Fs. Akurgal (Ankara)",
4381,Joannès 2010,"Joannès, Francis",2010,Les formulaires juridiques néo-babyloniens.,,261-278,,,"Lemaire, André",Trois millénaires de formulaires juridiques (Gent),
4365,Joannès 2000a,"Joannès, Francis",2000,Guerre et économie dans l´empire néo-babylonien,,63-81,,,"Andreau, Jean","Économie antique. Prix et formation des prix dans les économies antiques, Entretiens d´Archéologie et d´Histoire 5 (Saint-Bertrand-de-Comminges)",
4349,Rochberg-Halton 2007,"Rochberg-Halton, Francesca",2007,Marduk in Heaven,,432-442,,,"Köhbach, Markus ","Festschrift für Hermann Hunger zum 65. Geburtstag: gewidmet von seinen Freunden, Kollegen und Schülern, WZKM 97 (Wien)",
4332,Leichty 2000,"Leichty, Erle V.",2000,"qabūtu, šāhu and mê qāti",,243-244,,,"Neumann, Hans","Assyriologica et Semitica, Fs. Oelsner. AOAT 252. (Münster)",
4316,Ehrenberg 1998,"Ehrenberg, Erica",1998,Archaism and Individualism in the Late Babylonian Period,,125-140,,,"Proseckð, Jiri","Intellectual Life of the Ancient Near East, RAI 43 (Prague)",
4300,Frahm 2002,"Frahm, Eckart",2002,Zwischen Tradition und Neuerung. Babylonische Priestergelehrte im achämenidenzeitlichen Uruk,,74-108,,,"Kratz, Reinhard , G.","Religion und Religionskontakte im Zeitalter der Achämeniden, Veröffentlichungen der Wissenschaftlichen Gesellschaft für Theologie 22 (Gütersloh)",
4284,Pingree 1982,"Pingree, David",1982,Mesopotamian Astronomy and Astral Omens in other Civilizations,,613-631,,,"Nissen, Hans J.","Mesopotamien und seine Nachbarn. Politische und kulturelle Wechselbeziehungen im Alten Vorderasien vom 4. bis 1. Jahrtausend v. Chr., RAI 25 (Berlin)",
4268,Potts 2011,"Potts, Daniel T.",2011,The abuttu and the Alleged Elamite 'Slave Hairstyle'.,,183-194,,,"Vacín, Luděk ","u4 du11-ga-ni sá mu-ni-ib-du11. Ancient Near Eastern Studies in Memory of Blahoslav Hruska, ISLET (Dresden)",
4252,Wunsch 2002a,"Wunsch, Cornelia",2002,"Debt, Interest, Pledge and Forfeiture in the Neo-Babylonian and Early Achaemenid Period: The Evidence from Private Archives",,221-255,,,"Hudson, Michael","Debt and Economic Renewal in the Ancient Near East, International Scholars Conference on Ancient Near Eastern Economies, Volume 3 (Bethesda)",
4236,Walker 1997,"Walker, Christopher,  Bromhead F.",1997,Achaemenid Chronology and the Babylonian Sources,,17-25,,,"Curtis, John",Mesopotamia and Iran in the Persian Period (London),
4220,Zaccagnini 2012,"Zaccagnini, Carlo",2012,Maps of the World,,865-873,,,"Pappi, Cinzia","Leggo! Studies Presented to Frederick Mario Fales on the Occasion of His 65th Birthday, Leipziger Altorientalische Studien 2 (Wiesbaden)",
4204,Arnold 2003,"Arnold, Bill T.",2003,What has Nebuchadnezzar to do with David? On the Neo-Babylonian Period and Early Israel,,330-355,,,"Lawson, Jr.",,
4188,Aaboe 2002,"Aaboe, Asger",2002,On Columns H and J in Babylonian Lunar theory of System B,,1-4,,,"Imhausen, A.",,
4172,George 2010,"George, Andrew, R.",2010,Xerxes and the Tower of Babel,,471-480,,,"Curtis, John",,
4155,Kuhrt 2008a,"Kuhrt, Amélie",2008,The Persepolis archives: concluding observations,,563-570,,,"Stolper, Matthew W.",,
4139,Slotsky 1997,"Slotsky, Alice L.",1997,You CAN teach an old dog new tricks: Computer Age Analysis of Ancient Data (Prices in the Astronomical Diaries of -463 to -72),,355-360,,,"Andreau, Jean",,
4123,Oppenheim 1974,"Oppenheim, A. Leo",1974,A New Cambyses Incident,,3497-3502,,,"Gluck, J.",,
173,Stolper 1986,"Stolper, Matthew W.",1986,A Neo-Babylonian Text from the Reign of Hallušu,,235-241,,5781,"Vallat, François",Fragmenta historiae Elamicae. Mélanges offerts à M.J. Steve,
5196,Röllig 2000,"Röllig, Wolfgang",2000,Aramäer und Assyrer: Die Schriftzeugnisse bis zum Ende des Assyrerreiches,,177-186,,,"Brunnens, G.","Essays on Syria and theIran Age, ANES Supplement 7 (Louvain, Paris and Sterlin)",
5180,Lambert 1975,"Lambert, Wilfred G.",1975,The Problem of theLove Lyrics: Unity and Diversity,,98-135,,,"Goedicke, Hans","Unity and Diversity. Essays in the History, Literature, and Religion of the Ancient Near East (Baltimore and London)",
5164,Kuntner and Heinsch 2013,"Heinsch, Sandra",2013,Die babylonischen Tempel in der Zeit nach den Chaldäern,,219-262,,,"Löhnert, Anne ","Tempel im Alten Orient. 7. Internationales Colloquium der Deutschen Orient-Gesellschaft 11.-13. Oktober 2009, München, Colloquien der Deutschen Orient-Gesellschaft (Wiesbaden)",
5148,Struve 1968d,"Struve, Vassili V.",1968,Die Chronologie des 6. Jahrhunderts v. Chr. im Werk Herodots und das Datum des Feldzuges des Dareios I. gegen die Skyhen des Schwarzmeergebietes (in Russ.),,"86-102, 237-242",,,,Этюды по истории… [Ètjudy po istorii...],
5132,Boiy 2013,"Boiy, Tom",2013,Babylon during Berossos' Lifetime,,115-122,,,"Lanfranchi, Giovanni , B.","The World of Berossos. Proceedings of the 4th International Colloquium on «The Ancient Near East between Classical and Ancient Oriental Traditions», Hatfield College, Durham, 7th-9th July 2010,  Classica et Orientalia 5 (Wiesbaden)",
5116,Dalley 1997,"Dalley, Stephanie",1997,The Hanging Gardens of Babylon at Nineveh,,19-24,,,"Hauptmann, H.",Assyrien im Wandel der Zeiten. RAI 39. (Heidelberg),
5100,Timm 1995b,"Timm, Stefan",1995,Die Bedeutung der spätbabylonischen Texte aus Nērab für die Rückkehr der Judäer,,276-288,,,"Weippert, Manfred","Meilenstein. Festgabe für Herbert Donner, Ägypten und Altes Testament 30, Fs.Donner (Wiesbaden)",
5084,Parpola 2004,"Parpola, Simo",2004,Desperately trying to talk sense: A letter of Assurbanipal concerning his brother Shamash-shumu-ukin.,,227-234,,,"Frame, Grant",From the Upper Sea to the Lower Sea. Studies in the History of Assyria and Babylonia in Honour of A. K. Grayson (Leiden),
5068,Mayer-Opificius 2002,"Mayer-Opificius, Ruh F.R.",2002,Persische Prodigia. Zu Diocletians Rescript gegen die Manichäer,,359-368,,,"Schaudig, Hanspeter",Ex Mesopotamia et Syria Lux. Fs. Dietrich. AOAT 281 (Münster),
5052,Da Riva 2012,"Da Riva, Rocío",2012,BM 67405 and the Cross Country Walls of Nebuchadnezzar II,,15-18,,,"del Olmo Lete, Gregorio ","The Perfumes of Seven Tamarisks. Studies in Honour of Wilfred G.E. Watson, Alter Orient und Altes Testament 394 (Münster)",
5036,Rollinger 1998,"Rollinger, Robert",1998,"Überlegungen zu Herodot, Xerxes und dessen angeblicher Zerstörung Babylons",,339-373,,,,"Aufsätze zum 65. Geburtstag von Horst Klengel II, AoF 25 (1998)",
5020,van der Spek 1993a,"van der Spek, Robartus",1993,"Assyriology and History. A Comparative Study of War and Empire in Assyria, Ahens, and Rome",,262-270,,,"Snell, Daniel C.","The Tablet and the Scroll. Near Eastern Studies in Honor of William W. Hallo, Fs. Hallo (Bethesda)",
5004,Bichler and Rollinger 2005,"Bichler, Reinhold",2005,Die Hängenden Gärten zu Ninive - Die Lösung eines Rätsels?,,153-218,,,"Rollinger, Robert","Von Sumer bis Homer, Festschrift für Manfred Schretter, AOAT 325 (Münster)",
4988,Zadok 1995,"Zadok, Ran",1995,Foreigners and Foreign Linguistic Material in Mesopotamia and Egypt,,431-447,,,"Schoors, Anton","Immigration and Emigration within the Ancient Near East, Fs. Lipiński (Leuven)",
4972,Bordreuil 1996,"Bordreuil, Pierre",1996,Une nouvelle monnaie babylonienne de Mazday,,27-30,,,"Hrouda, Barthel","Collectanea Orientalia. Histoire, arts de l´espace de industrie de la terre, Fs.Spycket (Neuchâtel and Paris)",
4956,Vargyas 1999,"Vargyas, Péter",1999,Agrarkrisen and Umfang der Agrarproduktion im Babylonien des 1. Jahrtausends,,189-196,,,"Klengel, Horst","Landwirtschaft im Alten Orient, RAI 41 (Berlin)",
4940,Beaulieu 2014,"Beaulieu, Paul-A.",2014,An Episode in the Reign of the Babylonian Pretender Nebuchadnezzar IV,,17-26,,,"Jones, Charles E.","Extraction & Control. Studies in Honor of Matthew W. Stolper, Studies in Ancient Oriental Civilization 68 (Chicago)",
4924,Beaulieu 1998,"Beaulieu, Paul-A.",1998,The Turbaned Standard of Ištar,,25-26,,,"Braun, J.","Written on Clay and Stone. Ancient Near Eastern Studies Presented to Krystyna Szarzyńska on the Occasion of her 80th Birthday, Fs.Szarzyńska (Warsaw)",
4908,Neugebauer 1966,"Neugebauer, Otto",1966,Einführung,,5-22,,,"Krause, M.","Hypsikles, Die Aufgangszeiten der Gestirne (Göttingen)",
4892,Cholidis 2002,"Cholidis, Nadja",2002,"Kyros und die kriegerische Ištar? Kritische Bemerkungen zu einer ""altorientalischen"" Steintafel",,105-113,,,"Schaudig, Hanspeter",Ex Mesopotamia et Syria Lux. Fs. Dietrich. AOAT 281 (Münster),
4876,Dandamayev 1999b,"Dandamayev, Muhammed A.",1999,Temple Archers in the Neo-Babylonian Sippar,,95-98,,,"Deutsch, Robert",Fs. Heltzer (Tel Aviv and Jaffa),
4860,Dandamayev 1991,"Dandamayev, Muhammed A.",1991,Neo-Babylonian Society and Economy,,252-275,,,"Walker, Christopher,  Bromhead F.","The Cambridge Ancient History. 2nd Edition. CAH III/2: the Assyrian and Babylonian Empires and Other States of the Near East, from the Eighth to Sixth Centuries, (Cambridge)",
4844,Dandamayev 1979b,"Dandamayev, Muhammed A.",1979,Data of the Babylonian Documents from the 6th to the 5th Centuries B.C. on the Sakas,,119-133,,,"Harmatta, János",Prolegomena to the Sources on the History of Pre-Islamic Central Asia (Budapest),
4828,Schuol 1998,"Schuol, Monika",1998,Die Zeugnisse zur Geschichte and Kultur der parhischen Charakene,,407-415,,,"Wiesehöfer, Josef","Das Parther-Reich and seine Zeugnisse, Historia-Einzelschriften 122 (Stuttgart)",
4812,Streck 2014,"Streck, Michael , P.",2014,Die Kasusflexion im Status rectus des Neu-und Spätbabylonischen,,247–288,,,"Neumann, Hans","Babylonien und seine Nachbarn in neu- und spätbabylonischer Zeit Wissenschaftliches Kolloquium aus Anlass des 75. Geburtstags von Joachim Oelsner, Jena, 2. und 3. März 2007, Alter Orient und Altes Testament 369 (Münster)",
4796,Jursa 2013b,"Jursa, Michael",2013,Die babylonische Privatwirtschaft im ersten Jahrtausend v. Chr.,,151-165,,,"Löhnert, Anne ","Tempel im Alten Orient. 7. Internationales Colloquium der Deutschen Orient-Gesellschaft 11.-13. Oktober 2009, München, Colloquien der Deutschen Orient-Gesellschaft (Wiesbaden)",
4780,Jursa 2002a,"Jursa, Michael",2002,Debts and Indebtedness in the Neo-Babylonian Period: Evidence from the Institutional Archives,,197-220,,,"Hudson, Michael","Debt and Economic Renewal in the Ancient Near East, International Scholars Conference on Ancient Near Eastern Economies, Volume 3 (Bethesda)",
4764,Stolper 1999,"Stolper, Matthew W.",1999,"Lurindu the Maiden, Bēl-ittannu the Dreamer, and Artaritassu the king",,591-598,,,"Böck, Barbara","Munuscula Mesopotamica, Fs. Renger, AOAT 267 (Münster)",
4748,Hilgert 2013,"Hilgert, Markus",2013,«Tempelbibliothek» oder «Tafeldepot»? Zum rezeptionspraktischen Konzept der «Sippar-Bibliothek»,,137-150,,,"Löhnert, Anne ","Tempel im Alten Orient. 7. Internationales Colloquium der Deutschen Orient-Gesellschaft 11.-13. Oktober 2009, München, Colloquien der Deutschen Orient-Gesellschaft (Wiesbaden)",
4732,San Nicolò 1925a,"Nicolò, Mariano, San",1925,La clausola di difetto o eccedenza di misura nella vendita immobiliare,,41-50,,,,"Studi in onore di Pietro Bonfante, II (MIlano)",
4716,Dietrich 1969,"Dietrich, Manfried",1969,Untersuchungen zur Grammatik des Neubabylonischen. I. Die neubabylonischen Subjunktionen,,65-99,,,"Dietrich, Manfried","Lišan mihurti, Fs. Von Soden, AOAT 1 (Neukirchen-Vluyn)",
4700,Brack-Bernsen and John M. Steele 2011,"Steele, John M.",2011,14-Month Intervals of Lunar Velocity and Column Phi in Babylonian Astronomy: Atypical Text C.,,111-130,,,"Selz, G.J.","Die empirische Dimension altorientalischer Forschungen, WOO 6 (Graz)",
4684,Erdmann 1959,"Erdmann, Kurt",1959,Persepolis - Versuch einer Deutung,,469-471,,,,"AIOK, 28 August bis 4. September 1957, Congrès International des Orientalistes (Wiesbaden)",
4668,Kessler 2000,"Kessler, Karlheinz",2000,Hellenistische Tempelverwaltungstexte. Eine Nachlese zu CT 49,,213-241,,,"Neumann, Hans","Assyriologica et Semitica, Fs. Oelsner. AOAT 252. (Münster)",
4652,Oppert 1888a,"Oppert, Jules",1888,Les inscriptions juridiques de l'Assyrie et de la Chaldée,,167-182,,,,"Verhandlungen des Vll. Internationalen Orientalisten-Congresses, gehalten in Wien im Jahre 1886: Semitische Section (Wien)",
4636,Greenfield 1987,"Greenfield, Jonas C.",1987,Some Neo-Babylonian Women,,75-80,,,"Durand, Jean-Marie","La femme dans le Proche-Orient antique, RAI 33 (Paris)",
4620,MacGinnis 2000,"MacGinnis, John",2000,The Chariot of Šamaš Goes to Babylon,,621-630,,,"Graziani, Simonetta",Studi sul vicino oriente antico dedicati alla memoria di Luigi Cagni (Napoli),
4604,Brinkman 1974,"Brinkman, John A.",1974,The Early Neo-Babylonian Monarchy,,409-415,,,"Garelli, Paul","Le palais et la royauté (archéologie et civilisation), 19e Rencontre Assyriologique Internationale, RAI 19 (Paris)",
4588,Oelsner 2011,"Oelsner, Joachim",2011,Bemerkungen zu den «Archivfunden» aus den hellenistischen Heiligtümern Uruks,,217-226,,,"Barjamovic, Gojko ","Akkade is King. A Collection of Papers by Friends and Colleagues Presented to Aage Westenholz on the Occasion of his 70th Birthday 15th of May 2009, PIHANS 118 (Leiden)",
4572,Oelsner 1988,"Oelsner, Joachim",1988,Grandbesitz/Grandeigentum im achämenidischen and seleukidischen Babylonien,,117-134,,,"Brentjes, Burchard",Das Grundeigentum in Mesopotamien (Berlin),
4556,Glassner 200,"Glassner, Jean-Jacques",2000,L´historien mésopotamien et la fin des empires,,383-393,,,"Graziani, Simonetta",Studi sul vicino oriente antico dedicati alla memoria di Luigi Cagni (Napoli),
4540,Finkel 1999,"Finkel, Irving L.",1999,The Lament of Nabû-šuma-ukîn,,323-342,,,"Renger, Johannes","Babylon: Focus mesopotamischer Geschichte, Wiege früher Gelehrsamkeit, Mythos in der Moderne, CDOG 2 (Saarbrücken)",
4524,Alijev 1956a,"Alijev, I.G.",1956,"Medien, der älteste Staat auf dem Territorium Azerbajdz*ans (in Russ.)",,57-169,,,,Очерки по древней истории Азербайджана (Баку 1956) [Očerki po drevnej istorii Azerbajdžana (Baku 1956) ],
4508,Petschow 1972,"Petschow, Herbert",1972,"Zur mittelbabylonischen ""Buchhaltungstechnik"" und zur Tempelwirtschaft der NIN.DINGIR-Priesterinnen",,299-307,,,"Kampmann, Arie, A.","Symbolae biblicae mesopotamicae Francisco Mario Theodoro de Liagre Böhl dedicatae, Studia Francisci Scholten Memoriae dicata, 4 (Leiden)",
4492,Baker and Wunsch 2001,"Wunsch, Cornelia",2001,Neo-Babylonian Notaries and their Use of Seals,,197-213,,,"Winter, I.J.","Proceedings of the XLVe Rencontre Assyriologique Internationale: Part II, Yale University: Seals and Seal Impressions, RAI 45/2 (Bethesda)",
4476,Altenmüller 2010,"Altenmüller, Hartwig",2010,Bemerkungen zum Ostfeldzug Ptolemaios’ III. nach Babylon und in die Susiana im Jahre 246/245,,27-44,,,"Fincke, Jeanette",Festschrift für Gernot Wilhelm anläßlich seines 65. Geburtstages am 28. Januar 2010 (Dresden),
4460,Frame 2013a,"Frame, Grant",2013,"The Political History and Historical Geography of the Aramean, Chaldean, and Arab Tribes in Babylonia in the Neo-Assyrian Period",,87-121,,,"Berlejung, Angelika","Arameans, Chaldeans, and Arabs in Babylonia and Palestine in the First Millennium B.C., Leipziger Altorientalische Studien 3 (Wiesbaden)",
4444,del Monte 1999,"del Monte, Giuseppe F.",1999,Una famiglia di mastri muratori ad Uruk in età ellenistica,,29-68,,,"Imparati, F.",Studi e Testi II (Firenze),
4428,Dumézil 1984,"Dumézil, Georges",1984,L'inthronisation de Darius,,143-149,,,"Duchesne-Guillemin, Jacques","Orientalia J. Duchesne-Guillemin emerito oblata, Acta Iranica 23, Deuxième série: Hommages et opera minora, Duchesne-Guillemin, Vol. IV (Leiden)",
4412,Sarkisjan 1969,"Sarkisjan, Gagik Ch.",1969,City Land in Seleucid Babylon,,312-331,,,"Diakonoff, Igor M.",Ancient Mesopotamia: Socio-Economic History. A Collection of Studies by Soviet Scholars (Moscow),
4396,Briquel-Chatonnet and Bordreuil 2000,"Briquel-Chatonnet, Françoise",2000,Tiglah-phalazar Ier a-t-il pêché ou chassé le nahiru ?,,117-124,,,,"Topoi Supplément 2, Les animaux et les hommes dans le monde syro-mésopotamien aux époques historiques (Lyon)",
4380,Joannès 2009e,"Joannès, Francis",2009,Le gôut des autres.,,221-236,,,"Lion, Brigitte","Et il y eut un esprit dans l'Homme. Jean Bottéro et la Mésopotamie (Paris 2009), .",
4364,Joannès 2000,"Joannès, Francis",2000,Relations entre inérêts privés et biens des sanctuaires à l´époque néo-babylonienne,,25-41,,,"Bongenaar, A.C.V.M.",Interdependency of Institutions and Private Entrepreneurs (Istanbul and Leiden),
4348,Rochberg-Halton 2004,"Rochberg-Halton, Francesca",2004,A Babylonian Rising Times Scheme in Non-Tabular Astronomical Texts.,,56-94,,,"Burnett, Charles",Studies in the History of the Exact Sciences in Honour of David Pingree (Leiden and Boston),
4331,Leichty 1996,"Leichty, Erle V.",1996,angurinnu,,233-234,,,"Ambros, Arne, A.","Festschrift Hirsch, WZKM 86 (Wien)",
4315,Ehrenberg 1995,"Ehrenberg, Erica",1995,Der uridimmu und seine Symbolstandarten,,103-105,,,"Hauptmann, H.","Beiträge zur Kulturgeschichte Vorderasiens, Fs. Boehmer (Mainz)",
4299,Frayne 2004,"Frayne, Douglas R.",2004,Geographical Notes on the Land of Akkad,,103-116,,,"Frame, Grant",From the Upper Sea to the Lower Sea. Studies in the History of Assyria and Babylonia in Honour of A. K. Grayson (Leiden),
4283,Lewis 1994,"Lewis, David M.",1994,"The Persepolis Tablets: speech, seal and script",,17-32,,,"Bowman, Alan, K.",Literacy and Power in the Ancient world (Cambridge),
4267,Potts 2010,"Potts, Daniel T.",2010,Occidental and Oriental elements in the religions of Babylonia and Iran during the Third and Second Centuries B.C.,,345-354,,,"Potts, Daniel T.","Mesopotamia, Iran and Arabia from the Seleucids to the Sasanians (Farnham/Burlington)",
4251,Wunsch 2002,"Wunsch, Cornelia",2002,"""Du hast meinen Sohn geschlagen!""",,355-364,,,"Wunsch, Cornelia","Mining the archives, Fs. Walker (Dresden)",
4235,Kepinski 2001,"Kepinski, Christine",2001,Tell Khoshi et l´urbanisation de la Djezireh au IIIe Millénaire,,265-286,,,"Breniquet, Catherine","Études Mésopotamiennes, Fs. Huot (Paris)",
4219,Zaccagnini 1997,"Zaccagnini, Carlo",1997,Prices and price formation in the Ancient Near East. A methodological approach,,361-384,,,"Andreau, Jean",,
4203,Lafont 2001,"Lafont, Bertrand",2001,"Fortunes, héritages et patrimoines dans la haute histoire Mésopotamienne. À propos de quelques inventaires de biens mobiliers",,295-313,,,"Breniquet, Catherine",,
4187,Aaboe 1977,"Aaboe, Asger",1977,A Computed Cuneiform Text for Mercury from Babylon: BM 48147,,1-8,,,"Saltzer, W.G.",,
4171,George 2000,"George, Andrew, R.",2000,Four Temple Rituals from Babylon,,259-299,,,"George, Andrew, R.",,
4154,Kuhrt 2008,"Kuhrt, Amélie",2008,Babylonia from Cyrus to Xerxes,,112-138,,,"Walker, Christopher,  Bromhead F.",,
4138,Archi 2001,"Archi, Alfonso",2001,Text Forms and Levels of Comparison. the Rituals of Emar and the Syrian Tradition,,19-28,,,"Prechel, Doris",,
4122,Oppenheim 1957,"Oppenheim, A. Leo",1957,A Bird´s-Eye View of Mesopotamian Economic History,,27-37,,,"Arensherg, Conrad M.",,
169,8 Congr.,"Strassmaier, Johann N.",1893,Einige kleinere babylonische Keilschrifttexte aus dem Britischen Museum,,281-283; pl.1-35,,5642,,"Actes du huitième congrès international des Orientalistes, tenu en 1889 à Stockholm et à Christiania. Deuxième partie, Section I B.",
5195,Röllig 1969,"Röllig, Wolfgang",1969,Nitokris von Babylon,,127-135,,,"Stier, Hans Erich","Beiträge zur Alten Geschichte und deren Nachleben, Fs.Alheim (Berlin)",
5179,Lambert 1972,"Lambert, Wilfred G.",1972,Nabonidus in Arabia,,53-64,,,,"Proceedings of the Fifth Seminar of Arabian Studies, Held at the Oriental Institute, Oxford, 22nd and 23rd September 1971 (London)",
5163,Farber and Streck 2000,"Streck, Michael , P.",2000,Zwei spätbabylonische Verpflichtungsscheine,,47-51,,,"Neumann, Hans","Assyriologica et Semitica, Fs. Oelsner. AOAT 252. (Münster)",
5147,Struve 1968c,"Struve, Vassili V.",1968,Herodot und die politischen Parteiungen in der Epoche des Dareios I. (in Russ.),,"67-85, 233-237",,,,Этюды по истории… [Ètjudy po istorii...],
5131,Boiy 2011,"Boiy, Tom",2011,Die lokalen Eliten in Babylonien,,105-131,,,"Dreyer, Boris","Lokale Eliten und hellenistische Könige. Zwischen Kooperation und Konfrontation, Oikumene Studien zur antiken Weltgeschichte 8 (Berlin)",
5115,Zawadzki 2014c,"Zawadzki, Stefan",2014,"If you have a sheep, you have all you need. Sheep Husbandry and Wool in the Economy of the Neo-Babylonian Ebabbar Temple at Sippar",,428-452,,,"Breniquet, Catherine",Wool Economy in the Ancient Near East and the Aegean. From the Beginnings of Sheep Husbandry to Institutional Textile Industry (Oxford),
5099,Hauser 2000,"Hauser, Stefan R.",2000,Zur Datierung der arsakidischen Tetradrachmen,,321-342,,,"Hrouda, Barthel","Variatio delectat. Iran und der Westen. Gedenkschrift für Peter Calmeyer, Gs. Calmeyer AOAT 272 (Münster)",
5083,Parpola 2002,"Parpola, Simo",2002,A Letter to Sennacherib Referring to the Conquest of Bit-Ha'iri and other Events of the year 693,,559-580,,,"Schaudig, Hanspeter",Ex Mesopotamia et Syria Lux. Fs. Dietrich. AOAT 281 (Münster),
5067,Schmitt 1998a,"Schmitt, Rüdiger",1998,Übersetzung im Dienst der Politik: Die mehrsprachigen Königsinschriften im Achaimenidenreich,,157-165,,,"Ölberg, Hermann , M.","Wort - Text - Sprache und Kultur, Fs. Hans Schmeja zum 65. Geburtstag (Innsbruck)",
