Object ID,Museum No.,Publication,Text number,Period,Place of issue,Type and content,Day remark,Month,Month remark,Year,Year remark,King,King remark,Paraphrase,Transliteration,Imported,Publication name,Archive,Day (Babylonian),Bibliography,Title,Duplicate,Related objects,Julian date,Julian date year,Place of issue Remark,Museum inventory no.,Page number,Join,Bibliography (free text),CDLI No.,NaBuCCo No.,Other markings,Orientation,Other markings Description,CDLI reference,Items and quantifiable data,Provenience,Akkadian keywords,General keywords,Photo,Julian date Remark,Provenience Remark,Philological notes,Philological notes Remark,Identifier,Babylonian date Remark
8180,BM 31073,Nbn.,1059,NB,Šaḫrīn,Promissory notes ina muẖẖi,-,I,-,,[-],Nbn,-,"Promissory note for barley.<br />
<strong>B</strong> owes 30;0.0.0 kor of barley to <strong>A</strong>, to be paid in one payment and according to the creditor&#39;s measure in Ayyār (II). Delivery is due at the entrance to the depot (<em>kalakku</em>) on the creditor&#39;s plot of land (or: house) (<em>bītu</em>). Names of 3 witnesses and the scribe: Nab&ucirc;-iddin/Nab&ucirc;-bān-zēri/M Maṣṣār-abulli.<br />
<br />
<strong>A</strong> = Itti-Marduk-balāṭu/Nab&ucirc;-iddin//Egibi; <strong>B</strong> = Gūzānu/Rēmūtu//Arad-Nergal",,Kathleen Abraham (07/01/2017),Nbn. 1059,Egibi/Nūr-Sîn,4,"Reedition: Wunsch 1993, no. 253; Shiff 1987, no. 161",BM 31073,,,,,,,,,,,,,,,,,,,,,,,,,,
8163,BM 31152,Nbn.,534,NB,Babylon city,Promissory notes ina muẖẖi,-,VI,-,11,-,Nbn,-,"Pledge of a house for a silver debt.<br />
<strong>B</strong> owes 2 minas of silver to <strong>A</strong>. The payment is secured by the pledge of the debtor&#39;s house located at the procession-road called &quot;thoroughfare of Nergal-of-Joy&quot; (<em>mūtaq Nergal &scaron;a had&ecirc;</em>). No other creditor shall exercise any rights over the pledged house until the creditor has received the full repayment. The (indebted) silver was paid to <strong>C</strong> (<strong>A</strong>&#39;s brother-in-law) and <strong>D</strong>. Names of 5 witnesses and the scribe: Marduk-erība/Iqī&scaron;āya//S&icirc;n-karābi-i&scaron;me.<br />
<br />
<strong>A</strong> = Iddin-Marduk/Iqī&scaron;āya//Nūr-S&icirc;n; <strong>B</strong> = Nādinu/Arad-Gula//Lultammar-Adad; <strong>C</strong> = L&acirc;bā&scaron;i (=Bēl-u&scaron;allim)/Zēria//Nabāya; <strong>D</strong> = Nab&ucirc;-&scaron;āpik-zēri/Balāssu//A&scaron;pe",,Kathleen Abraham (07/01/2017),Nbn. 534,Egibi/Nūr-Sîn,21,"reedition: Wunsch 1993, no. 189.",BM 31152,,,,,,,,,,,,,,,,,,,,,,,,,,
8146,BM 30969,Wunsch 1993,364,NB,Til-Gula,Promissory notes ina muẖẖi,-,III,-,,[-],-,[-],"Promissory note for dates. Very fragmentary.<br />
<strong>B</strong> owes a broken amount of dates to <strong>A</strong>, to be delivered in ... [month broken off] at the canal inTil-Gula. The debtor&#39;s and creditor&#39;s names are not preserved. Names of 2 witnesses and the scribe: Nab&ucirc;-ēṭir-nap&scaron;āti/Nab&ucirc;-mukīn-apli//Nikkāya",,Kathleen Abraham (07/01/2017),Wunsch 1993 364,Egibi/Nūr-Sîn,27,,BM 30969,,,,,,,,,,,,,,,,,,,,,,,,,,
8130,BM 30597,Nbk.,308,NB,Babylon city,Promissory notes ina muẖẖi,-,XI,-,36,-,Nbk,-,"Promissory note for silver<br />
<strong>B</strong> owes [x +] 13/24 shekels of medium quality silver to <strong>A</strong>, to be paid with silver of one-fifth alloy on the 25<sup>th</sup> of &Scaron;abāṭ (XI). The document ends by briefly mentioning an (additional, <em>elat</em>?) claim (by the same creditor) (<em>ra&scaron;&ucirc;tu</em>) against <strong>C</strong>. Names of 2 witnesses and the scribe: Nab&ucirc;-mukīn-apli without affiliation.&nbsp;<br />
<br />
<strong>A</strong> = Iddin-Marduk/Iqī&scaron;āya//Nūr-S&icirc;n; <strong>B</strong> = Bazūzu/Nab&ucirc;-kāṣir; <strong>C</strong> = Nab&ucirc;-rēmanni",,Kathleen Abraham (07/01/2017),Nbk. 308,Egibi/Nūr-Sîn,11,"Reedition: Wunsch 1993, no. 23",BM 30597,,,,,,,,,,,,,,,,,,,,,,,,,,
8113,BM 31436,Wunsch 1993,254 B,,,Promissory notes ina muẖẖi,,,,,,,,"Promissory note for dates. Fragmentary.<br />
<strong>B</strong> owes 50 kor of dates to <strong>A</strong>. The payment is secured by the pledge of the debtor&#39;s palm grove and grain field located at the [sluice gate(?)] of the Borsippa canal to the [broken off] at the Summi-canal [broken off]. Witnesses.<br />
<br />
<strong>A</strong> = &hellip;/Mu&scaron;ēzib-Bēl//Zēria(?); <strong>B</strong> = &Scaron;arrani/Nergal-<em>x</em>",,Kathleen Abraham (07/01/2017),Wunsch 1993 254 B,Egibi/Nūr-Sîn,,,BM 31436,BM 31612,8114,,,,,,,,,,,,,,,,,,,,,,,,
8097,BM 31704,Wunsch 1993,183,NB,Babylon city,Promissory notes ina muẖẖi,-,-,[-],10,-,Nbn,-,"Promissory note for dates. Fragmentary.<br />
<strong>B</strong> owes a broken amount of dates to <strong>A</strong>, to be delivered in Ta&scaron;rīt (VII). Names of xxx witnesses and the scribe: Marduk-aplu-uṣur/Rēmūtu//Rab-ban&ecirc;.<br />
<br />
<strong>A</strong> = Iddin-Marduk/Iqī&scaron;āya//Nūr-S&icirc;n; <strong>B</strong> = ...-&scaron;umu-ibni/Kiribtu//...",,Kathleen Abraham (07/01/2017),Wunsch 1993 183,Egibi/Nūr-Sîn,13,,BM 31704,,,,,,,,,,,,,,,,,,,,,,,,,,
8081,BM 30692,Wunsch 1993,139,NB,Babylon city,Promissory notes ina muẖẖi,-,-,[-],6,-,Nbn,-,"Promissory note for silver. Pledge of a slave.<br />
<strong>B</strong> owes 1 mina of silver to one of his sisters (<strong><sup>f</sup>A</strong>), to be paid in &Scaron;abāṭ (XI). The debt is secured by the pledge of the debtor&#39;s slave (<strong>C</strong>). No other creditor shall exercise any rights over the pledged slave until the debt is fully repaid. The document specifies the origin of this silver, namely, it is silver from the creditor&#39;s dowry. It is not clear whether this is silver from the patrimonium that the brother still had to give to his sister as (part of) her dowry, or silver from her dowry that she had borrowed to him? Names of 3 witnesses and the scribe: Bēl-u&scaron;allim/Zēria//Nabāya.<br />
<br />
<strong><sup>f</sup>A</strong> = <sup>f</sup>Zunnāya/Zēria//Nabāya; <strong>B</strong> = Mu&scaron;ēzib-Bēl/Zēria//Nabāya; <strong>C</strong> = Nab&ucirc;-u&scaron;ēzib, slave of Mu&scaron;ēzib-Bēl/Zēria//Nabāya",,Kathleen Abraham (07/01/2017),Wunsch 1993 139,Egibi/Nūr-Sîn,4,,BM 30692,,,,,,,,,,,,,,,,,,,,,,,,,,
8064,BM 30914,Cyr.,83,Each,Babylon city,Promissory notes ina muẖẖi,-,XII,-,2,-,Cyr,-,"Promissory note for silver without interest.<br />
<strong>B</strong> owes 2 shekels of silver to <strong>A</strong>, to be paid on the 10th of [broken off] without interest. In addition, there are previous promissory notes (<em>u&#39;iltu</em>). Names of 2 witnesses and the scribe: Bēl-iddin/...//Hulali.<br />
<br />
<strong>A</strong> = Iddin-Marduk/Iqī&scaron;āya//Nūr-S&icirc;n; <strong>B</strong> = Bēl-iddin/Nab&ucirc;-&scaron;umu-iddin//Egibi&nbsp;","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/autres-archives-privees/1666995"" target=""_blank"">Achemenet</a>",Kathleen Abraham (07/01/2017),Cyr. 83,Egibi/Nūr-Sîn,2,"Reedition: Wunsch 1993, no. 281; Shiff 1987, no. 191.",BM 30914,,,,,,,,,,,,,,,,,,,,,,,,,,
8048,MLC 1763,BRM 1,59,NB,Babylon city,Promissory notes ina muẖẖi,-,XI,-,7,-,Nbn,-,"Promissory note for bronze object.<br />
<strong>B</strong> owes 4 shekels of silver to <strong>A</strong>, to be paid on the 25<sup>th</sup> of &Scaron;abāṭ (XI). It is what remains to be paid for his purchase of bronze objects. Witnesses.<br />
<br />
<strong>A</strong> = Mu&scaron;ēzib-Bēl/Ṣillāya//Nab&ucirc;nnāya; <strong>B</strong> = not mentioned",,Kathleen Abraham (07/01/2017),BRM 1 59,Egibi/Nūr-Sîn,19,"Krecher 1970, 156; Petschow 1956 (NBPf), 12f.",MLC 1763,,,,,,,,,,,,,,,,,,,,,,,,,,
8032,BM 31336,Nbn.,18,NB,Šaḫrīn,Promissory notes ina muẖẖi,-,I,-,1,-,Nbn,-,"Promissory note for barley without interest.<br />
<strong>B</strong> owes 8 kor of barley to <strong>A</strong>, to be delivered in their full amount (<em>gamru</em>) in Ayyār (II) in the Ālu-&scaron;a-Ah-iddin. He does not have to pay interest. Names of 1 witness and the scribe: Bēl-iddin/Bēl-upahhir//Dābibi.<br />
<br />
<strong>A</strong> = Nab&ucirc;-iddin/Rahianni; <strong>B</strong> = Nidinti-Bēl/Nab&ucirc;-kuṣranni",,Kathleen Abraham (07/01/2017),Nbn. 18,Egibi/Nūr-Sîn,6,,BM 31336,,,,,,,,,,,,,,,,,,,,,,,,,,
8016,Rm 685,,,Each,Babylon city,Promissory notes ina muẖẖi,-,XII,-,,[-],Dar,-,"Promissory note for silver.<br />
<strong>B</strong> owes [1 2/3] minas of unstamped silver to <strong>A</strong>, to be paid in Nisan (I). Witnesses.<br />
<br />
<strong>A</strong> = Nab&ucirc;-ittannu/Arad-Nab&ucirc;; <strong>B</strong> = Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi",,Kathleen Abraham (07/01/2017),,Egibi/Nūr-Sîn,22,,Rm 685,,,,,,,,,,,,,,,,,,,,,,,,,,
8000,BM 31023,,,Each,Babylon city,Promissory notes ina muẖẖi,-,VII,-,29,-,Dar,-,"Promissory note for barley.<br />
<strong>B</strong> owes 0;1.0 kor of barley to <strong>A</strong>, to be delivered in ... [broken off]. The parties to the contract have taken one copy of the document each. Witnesses.<br />
<br />
<strong>A</strong> = Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi; <strong>B</strong> = Ilī-aplu-iddin/Nab&ucirc;-<em>x</em>-epu&scaron;//&Scaron;ang&ucirc;-S&icirc;n",,Kathleen Abraham (07/01/2017),,Egibi/Nūr-Sîn,4,,BM 31023,,,,,,,,,,,,,,,,,,,,,,,,,,
7981,BM 30474,Wunsch 2000,164,Each,Nār-Kūtê-labīru,Promissory notes ina muẖẖi,-,VI,-,,[-],Dar,-,"Promissory note for assessed field rent (<em>imittu</em>), to be delivered in dates. Very fragmentary.<br />
The first part of the document is broken off, but no doubt contained the names of the parties involved, the amount of dates that was to be paid as field rent and a description of the land from which they were to come. The text becomes legible at the point where the terms of delivery are discussed. The dates are due in Ta&scaron;rīt (VII) and should be delivered [&hellip; at] the Kutha-canal together with the usual by-products of the date cultivation: for each kor of dates he shall give spathes (<em>tuhallu</em>), a load of firewood, spadices (<em>gip&ucirc;</em>), fibres (<em>mangagu</em>), offshoots (<em>liblibbu</em>), (and) 2 <em>darīku</em>-containers. The document ends by stating that &quot;he should deliver (them) on the 20<sup>th</sup> of [name of month broken off]&quot;. This may relate to the delivery of the dates, the by-products or both. Witnesses.",,Kathleen Abraham (07/01/2017),Wunsch 2000 164,Egibi/Nūr-Sîn,10,,BM 30474,,,,,Wr. Bāb-Nār-Kūtê-labīru,,,,,,,,,,,,,,,,,,,,,
7965,BM 32789,Wunsch 2000,224,-,Broken,Promissory notes ina muẖẖi,[-],-,[-],,[-],-,[-],"Promissory note for assessed field rent (<em>imittu</em>), to be delivered in dates. Fragmentary<br />
<strong>B</strong> owes a broken amount of dates to <strong>A</strong>. This is most likely assessed field rent ([<em>imitti eqli</em>]), but the pertinent passage at the beginning of the tablet is broken off, including the details on the land for which this rent is being paid. <strong>B</strong> should deliver the dates to the courtyard (<em>haṣāru</em>) in one instalment according to the 36 liters measure. Delivery is due in Arahsamna (VIII). He should also deliver the usual by-products (<em>itt&ucirc;</em>) of the date cultivation: a load of firewood, [spathes] (<em>tuhallu</em>), 50 spadices (<em>gip&ucirc;</em>), [fibres] (<em>mangagu</em>), (and) 1 <em>darīku</em>-container. The document ends with a prohibiton to prune (<em>arū</em> D) any live part of the date palm (<em>raṭbu</em>). Witnesses.<br />
&nbsp;<br />
<strong>A </strong>= Nab&ucirc;-ahhē-iddin/&Scaron;ulāya//Egibi; <strong>B </strong>= Bēl-iddin/[PN]//Pahāru&nbsp;",,Kathleen Abraham (07/01/2017),Wunsch 2000 224,Egibi/Nūr-Sîn,,,BM 32789,,,,,,,,,,,,,,,,,,,,,,,,,,
7949,BM 30514,Nbn.,973,NB,Šatirtu,Promissory notes ina muẖẖi,-,V,-,16,-,Nbn,-,"Promissory note for revenue from impost on the harvest, to be delivered in dates.<br />
<strong>B<sub>1</sub></strong>, <strong>B<sub>2</sub></strong>, <strong>B<sub>3</sub></strong> owe 27 kor of dates to <strong>A</strong>, impost on the harvest (<em>imitti ebūri</em>) from land (<em>eqlu</em>) located at the branch (<em>bābu</em>) of the old Kutha-canal. They should deliver the dates in one instalment according to the 36 liters measure to the courtyard. Delivery is due in Arahsamna (VIII). They should also delivery(*) the usual by-products of the date cultivation: for each kor of dates they shall give (the customary amounts of) spathes (<em>tuhallu</em>), spadices (<em>gip&ucirc;</em>), fibres (<em>mangagu</em>), (dates for) the <em>&scaron;ugarr&ucirc;</em>-supplement, and a load of firewood; as well as a broken amount of <em>darīku</em>-containers and 2 <em>qappatu</em>-baskets. The debtors assume warranty for each other. Witnesses.<br />
(*) The verb is in the singular (ll. 11 and 13). Note that the entire passage (ll. 9-14) is characterized by erasures.<br />
&nbsp;<br />
<strong>A </strong>= Itti-Marduk-balāṭu/Nab&ucirc;-ahhē-iddin//Egibi; <strong>B<sub>1 </sub></strong>= Rēmūt-Bēl/Balāssu//&Scaron;ama&scaron;-abārī; <strong>B<sub>2 </sub></strong>= Iddin-Nab&ucirc;; <strong>B<sub>3 </sub></strong>= Habaṣīru",,Kathleen Abraham (07/01/2017),Nbn. 973,Egibi/Nūr-Sîn,28,"Reedition: Wunsch 2000, no. 147; Krecher 1970, 197",BM 30514,,,,,,,,,,,,,,,,,,,,,,,,,,
7933,BM 31565,Nbn.,520,NB,Babylon city,Promissory notes ina muẖẖi,-,V,-,11,-,Nbn,-,"Promissory note for barley. Payment for a debt. Without interest.<br />
<strong>B</strong> owes 6 kor of barley to <strong>A</strong>, to be delivered without interest (<em>qaqqadu</em>) in Simān (III) at the canal in Babylon. Witnesses.<br />
&nbsp;<br />
<strong>A </strong>= Nab&ucirc;-ahhē-iddin/&Scaron;ulāya//Egibi; <strong>B </strong>= Bēl-ahhē-iddin/Nergal-zēru-ibni//Andahar",,Kathleen Abraham (07/01/2017),Nbn. 520,Egibi/Nūr-Sîn,5,"Krecher 1970, 162",BM 31565,,,,,,,,,,,,,,,,,,,,,,,,,,
7917,BM 31059,Nbn.,395,NB,Babylon city,Promissory notes ina muẖẖi,-,XII,-,9,-,Nbn,-,"Promissory note for barley.<br />
<strong>B</strong> owes 45 kor of barley to <strong>A</strong>, to be delivered in D&ucirc;zu (IV) at the canal in Babylon. In addition, there is an earlier promissory note (or notes) for silver and barley which is still pending. Witnesses.<br />
&nbsp;<br />
<strong>A </strong>= Nab&ucirc;-ahhē-iddin/&Scaron;ulāya//Egibi; <strong>B </strong>= Nab&ucirc;-nāṣir/Ina-Esagil-zēru//&Scaron;ang&ucirc;-Ea",,Kathleen Abraham (07/01/2017),Nbn. 395,Egibi/Nūr-Sîn,30,"Krecher 1970, 159; Koschaker 1911, 120",BM 31059,,,,,,,,,,,,,,,,,,,,,,,,,,
7901,BM 30332,Nbn.,433,NB,Babylon city,Promissory notes ina muẖẖi,-,VI,-,10,-,Nbn,-,"Promissory note for silver. Pledge of house.<br />
<strong>B</strong> owes 1/3(?) minas of silver to <strong>A</strong>. The payment is secured by the pledge of the debtor&rsquo;s house located next to <strong>C</strong>&rsquo;s house. Witnesses.<br />
&nbsp;<br />
<strong>A </strong>= Itti-Marduk-balāṭu/Nab&ucirc;-ahhē-iddin//Egibi; <strong>B </strong>= Ina-Esagil-zēru-ibni/Bēl-uballiṭ//Ir&rsquo;anni; <strong>C </strong>= Nab&ucirc;-ahhē-iddin/&Scaron;ulāya//Egibi",,Kathleen Abraham (07/01/2017),Nbn. 433,Egibi/Nūr-Sîn,4,"Krecher 1970, 172; Petschow 1956 (NBPf), 177; Koschaker 1911, 202",BM 30332,,,,,,,,,,,,,,,,,,,,,,,,,,
7885,BM 31157,Nbk.,112,NB,Babylon city,Promissory notes ina muẖẖi,-,X,-,17,-,Nbk,-,"Promissory note for silver and wool. Interest to be paid in barley and fixation of exchange rate.<br />
<strong>B</strong> owes 23 5/6 shekels of silver to <strong>A</strong>. With regard to 20 out of the 23 shekels of indebed silver it is stipulated that <strong>B</strong> should pay 2 sūtu of barley (as interest) per shekel. The barley is to be paid according to its market value (<em>mahīru</em>) in Simān (III). He should also deliver 15 minas of wool in Ayyār (II). Witnesses<br />
&nbsp;<br />
<strong>A </strong>= Nab&ucirc;-&scaron;umu-ukīn/Marduk-zēru-ibni//Nādin-&scaron;e&#39;im; <strong>B </strong>= &Scaron;ulāya/Zēru-ukīn//Egibi",,Kathleen Abraham (07/01/2017),Nbk. 112,Egibi/Nūr-Sîn,6,"Krecher 1970, 123; Petschow 1956 (NBPf), 21; Ungnad, AfO 14 (1941), 57",BM 31157,,,,,,,,,,,,,,,,,,,,,,,,,,
7869,BM 30330,Nbk.,8,Each,Babylon city,Promissory notes ina muẖẖi,-,VIII,-,8,-,Cam,-,"Promissory note for silver. Deposit.<br />
<strong>A</strong> deposited 2 minas of silver with <strong>B</strong> who should return this amount of silver Kislīm (IX), without further delay. Witnesses.<br />
&nbsp;<br />
<strong>A </strong>= Itti-Marduk-balāṭu/Nab&ucirc;-ahhē-iddin//Egibi; <strong>B </strong>= Lī&scaron;ir/Nab&ucirc;-zeru-lī&scaron;ir//Nab&ucirc;nnāya",,Kathleen Abraham (07/01/2017),Nbk. 8,Egibi/Nūr-Sîn,10,"Krecher 1970, 248; Petschow 1956 (NBPf), 175",BM 30330,,,,,,,,,,,,,,,,,,,,,,,,,,
7852,BM 41430,Dar.,332,Each,Nār-Kūtê,Promissory notes ina muẖẖi,-,VI,-,12,-,Dar,-,"Promissory note for assessed field rent (<em>imittu</em>), to be delivered in dates. Fragmentary.<br />
<strong>B<sub>1</sub></strong> and <strong>B<sub>2 </sub></strong>owe 21 kor of dates <strong>A</strong> and his brothers, the assessed field rent on land (<em>imitti eqli</em>) located at the branch (<em>bābu</em>) of the old Kutha-canal. They should deliver the dates in one instalment at the canal. Delivery is due in in Arahsamna (VIII). They should also deliver the usual by-products of the date cultivation: for each kor of dates they shall give (the customary amount of) spathes (<em>tuhallu</em>), spadices (<em>gip&ucirc;</em>), (and) fibres (<em>mangagu</em>), and one load of firewood. They will (also) pay for the <em>hab&ucirc; uhinni</em>-tax (and give) 2 <em>darīku</em>-baskets. A fragmentarily preserved <em>elat</em>-clause seems to refer to additional debts that are still pending. The document ends with a short but badly preserved passage about &quot;2 kor for (ripening in) the oven&quot; (<em>tinūru</em>). Witnesses.<br />
&nbsp;<br />
<strong>A<sub>1 </sub></strong>= Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi; <strong>A<sub>2 </sub></strong>= brother of <strong>A<sub>1</sub></strong>; <strong>B<sub>1 </sub></strong>= Aplāya/Iqī&scaron;a; <strong>B<sub>2 </sub></strong>= Nab&ucirc;-uṣur&scaron;u/Mu&scaron;ēzib-Bēl","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/1332474=wunsch&l=a&c=1&t=1.4/2/96/1/1328674"" target=""_blank"">Achemenet</a>",Kathleen Abraham (07/01/2017),Dar. 332,Egibi/Nūr-Sîn,12,"Reedition: Wunsch 2000, no. 161; Krecher 1970, 295",BM 41430,,,,,Wr. Bāb-Nār-Kūtê,,,,,,,,,,,,,,,,,,,,,
7836,BM 33131,Dar.,489,Each,Babylon city,Promissory notes ina muẖẖi,-,X,-,19,-,Dar,-,"Promissory note for silver.<br />
<strong>B</strong> owes 1/2&nbsp; minas and 5(*) shekels of medium quality silver, of which one-eighth is alloy to <strong>A</strong>, to be paid on the 1<sup>st</sup> of &Scaron;abāṭ (XI) of the 19<sup>th</sup> year. Witnesses.<br />
(*) Joann&egrave;s (Achemenet website) reads: 4.<br />
&nbsp;<br />
<strong>A </strong>= Bēl-ittannu/Iqī&scaron;a-Marduk//Urnanna; <strong>B </strong>= Bēl-lummir/&Scaron;a-Nab&ucirc;-&scaron;ū","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/1087349=BM 33131&l=a&c=1&t=1.4/1/24/1/1663042"" target=""_blank"">Achemenet</a>",Kathleen Abraham (07/01/2017),Dar. 489,Egibi/Nūr-Sîn,10,"Krecher 1970, 330",BM 33131,,,,,,,,,,,,,,,,,,,,,,,,,,
7820,BM 30761,Dar.,31,Each,Babylon city,Promissory notes ina muẖẖi,-,II,-,2,-,Dar,-,"Promissory note for silver.<br />
<strong>B</strong> owes 2 minas of silver to <strong>A</strong>, to be paid by the end of Ayyār (II). Witnesses.<br />
&nbsp;<br />
<strong>A </strong>= Nergal-iddin/Nab&ucirc;-&scaron;umu-uṣur//Rab-ban&ecirc;; <strong>B </strong>= Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/1087349=BM 30761&l=a&c=1&t=1.4/1/24/1/1653053"" target=""_blank"">Achemenet</a>",Kathleen Abraham (07/01/2017),Dar. 31,Egibi/Nūr-Sîn,7,,BM 30761,,,,,,,,,,,,,,,,,,,,,,,,,,
7804,BM 30239,Dar.,294,Each,Babylon city,Promissory notes ina muẖẖi,-,I,-,11,-,Dar,-,"Promissory note for silver without interest. Pledge of land.<br />
<strong>B</strong> owes 12 shekels of stamped (?) silver (<em>ginnu</em>), of which one-eighth is alloy to <strong>A</strong>, to be paid without interest (<em>qaqqadu</em>) in D&ucirc;zu (IV). The payment is secured by the pledge of the debtor&rsquo;s arable land, located next to the creditor&rsquo;s arable land, until the creditor has received the full repayment. The silver is the purchase price (<em>&scaron;īmu</em>) for dates that were harvested in Darius&rsquo; 10<sup>th</sup> year (on the debtor&#39;s land) (<em>kaspu &scaron;īm suluppē ebūr eqli &scaron;a &scaron;anat 10</em>). Witnesses.<br />
&nbsp;<br />
<strong>A </strong>= Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi; <strong>B </strong>= Nab&ucirc;-mu&scaron;ētiq-udd&ecirc;/&Scaron;āpik-zēri//Nādin-&scaron;e&#39;im","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/1087349=BM 30239&l=a&c=1&t=1.4/1/24/1/1658608"" target=""_blank"">Achemenet</a>",Kathleen Abraham (07/01/2017),Dar. 294,Egibi/Nūr-Sîn,8,"Krecher 1970, 288; Kohler and Peiser, BRL 3 (1894), 31; Petschow 1956 (NBPf), 171.",BM 30239,,,,,,,,,,,,,,,,,,,,,,,,,,
7787,BM 41416,Cyr.,60,Each,Agmatānu,Promissory notes ina muẖẖi,-,VI,-,2,-,Cyr,-,"Promissory note for silver and firewood. Interest to be paid in dates and fixation of exchange rate.<br />
<strong>B</strong> owes 1 &frac12; minas of medium quality silver, of which one-eighth is alloy to <strong>A</strong>. He should pay 2 sūtu of dates (as interest) for each shekel of (indebted) silver. The dates are to be paid in Arahsamna (VIII) according to the exchange rate (<em>mahīru</em>) of Babylon. He should also provide 30 loads of firewood (<em>hu-ṣa-bi</em><sup>!</sup>(HU) [<em>huṣābu</em>]). Archival evidence shows that <strong>B</strong> was travelling in Iran at the time this document was drafted. Witnesses.<br />
&nbsp;<br />
<strong>A </strong>= Tattannu/Mu&scaron;allim-Marduk//Imbu&scaron;ia; <strong>B </strong>= Itti-Marduk-balāṭu/Nab&ucirc;-ahhē-iddin//Egibi","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-egibi/1666467"" target=""_blank"">Achemenet</a>",Kathleen Abraham (07/01/2017),Cyr. 60,Egibi/Nūr-Sîn,22,"Krecher 1970, 204; Petschow 1956 (NBPf), 21; Kohler and Peiser, BRL 4 (1898), 27",BM 41416,,,,,,,,,,,,,,,,,,,,,,,,,,
7771,BM 31268,Camb.,144,Each,Upija,Promissory notes ina muẖẖi,-,XII,-,2,-,Cam,-,"Promissory note for silver. Purchase price.<br />
<strong>B</strong> owes &frac12; minas and 7 shekels of silver to <strong>A</strong>, to be paid on the 28<sup>th</sup> of Addar (XII). It is what remains to be paid of the purchase price for the slave <strong><sup>f</sup>C</strong>. Cf. Liv019 and BM31426 (= Camb 143).<br />
&nbsp;<br />
<strong>A </strong>= Itti-Marduk-balāṭu/Nab&ucirc;-ahhē-iddin//Egibi; <strong>B </strong>= Marduk-ahu-uṣur/&Scaron;ilāya; <strong><sup>f</sup>C </strong>= <sup>f</sup>Miṣatu, slave","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-egibi/1677068"" target=""_blank"">Achemenet</a>",Kathleen Abraham (07/01/2017),Camb. 144,Egibi/Nūr-Sîn,24,"Krecher 1970, 223; Petschow 1956 (NBPf), 15; Kohler and Peiser, BRL 4 (1898), 28",BM 31268,,,,,Emendation: uru.úh!(GU).ki = Akšak or Upija,,,,,,,,,,,,,,,,,,,,,
7755,BM 30972,Camb.,195,Each,Babylon city,Promissory notes ina muẖẖi,-,VIII,-,3,-,Cam,-,"Promissory note for silver. Pledge of slaves. Fixation of interest.<br />
<strong>B </strong>owes 1 &frac12; minas and 5 shekels of silver to <strong>A</strong>, to be paid without interest (<em>qaqqadu</em>) in Ayyār (II). The payment is secured by the pledge of the debtor&rsquo;s slaves (<strong>C<sub>1</sub></strong> and <strong>C<sub>2</sub></strong>) to <strong>A</strong>, the creditor(*).From Simān (III) onwards, the usual 20% of interest should be paid on a monthly basis. Witnesses. (*) <em>rā&scaron;&ucirc;</em> &quot;creditor&quot; erroneously placed after <strong>B</strong>&#39;s name instead of <strong>A</strong>&#39;s.<br />
&nbsp;<br />
<strong>A </strong>= Itti-Marduk-balāṭu/Nab&ucirc;-ahhē-iddin//Egibi; <strong>B </strong>= Iddin-Marduk/Damqia (<sup>m</sup>sig<sub>5</sub>-<em>ia</em>)//Gahal; <strong>C<sub>1 </sub></strong>= Nab&ucirc;-&scaron;unu-midanni, slave of <strong>B</strong>; <strong>C<sub>2 </sub></strong>= Nab&ucirc;-ṣābit-qāti, slave of <strong>B</strong>","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-egibi/1678230"" target=""_blank"">Achemenet</a>",Kathleen Abraham (07/01/2017),Camb. 195,Egibi/Nūr-Sîn,20,"Krecher 1970, 228",BM 30972,,,,,,,,,,,,,,,,,,,,,,,,,,
